Nimeke;ISSN/NBN;Digitoitu (avoin käyttö);Digitoitu (rajattu käyttö);Ilmestynyt vuosina;Digitointi-%;Niteitä;Sivuja;URL;Puoluekanta;Puoluekanta2 (alkupvm-loppupvm jos tiedossa?);Kommentti;Kommentti_5;Tietolähteiden värikoodit;Puoluekanta_SV;Puoluekanta_en;Kommentti_sv;Kommentti_en
Veckobladet;fk14868;1892 - 1917;;1892 - 1917;"100;00 %";1905;7665;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14868;RKP:n vasenta siipeä;1906 - 1917;;;1;Svenska folkpartiet i Finland (vänster vingen);Swedish People's Party (left wing);;
Valkeakosken Sanomat;0782-6192;;2017 - 2019;1945 - 2019;"4;00 %";356;7616;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6192;;;;;;;;;
Pieksämäen Lehti;0356-6447;;2016 - 2019;1958 - 2019;"6;45 %";440;7560;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-6447;;;;;;;;;
Sosialidemokraatti;fk10459;1906 - 1918;;1906 - 1918;"100;00 %";1880;7516;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10459;sosialistinen;;;;2;sosialistisk;socialistic;;
Laitilan Sanomat;0782-5595;1925 - 1929;"1930 - 1936; 2016 - 2019";1925 - 2019;"16;84 %";880;7482;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5595;;;;;;;;;
Ylä-Kainuu;0356-4894;;2016 - 2019;1974 - 2019;"8;70 %";301;7460;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-4894;;;;;;;;;
Pohjan Voima;fk10364;1924 - 1929;1930;1924 - 1930;"100;00 %";1639;7457;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10364;kommunistinen;;;;1;kommunistisk;communist;;
Vantaan Sanomat;1236-0392;;2016 - 2019;1992 - 2019;"14;29 %";248;7372;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-0392;;;;;;;;;
Pedersöre;fk10334;1915 - 1929;1930;1915 - 1930;"100;00 %";1849;7349;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10334;RKP;;;;1;Svenska folkpartiet i Finland;Swedish People's Party;;
Karjalan Sanomat;1458-0969;1906 - 1918;;1906 - 1918;"100;00 %";1891;7346;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0969;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Vapaa Sana;fk14854;1906 - 1918;;1906 - 1918;"100;00 %";1796;7216;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14854;sosialistinen;;;;2;sosialistisk;socialistic;;
Suometar;1457-4705;1847 - 1866;;1847 - 1866;"100;00 %";1631;7161;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4705;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Mikkeli;1458-851X;1892 - 1906;;1892 - 1906;"100;00 %";1780;7134;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-851X;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Mikkeli;1458-851X;1892 - 1906;;1892 - 1906;"100;00 %";1780;7134;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-851X;perustuslaillinen;1900 - 1906;;;1;konstitutionell;constitutional;;
Pohjolan Työmies;fk10378;1924 - 1929;1930 - 1934;1924 - 1937;"78;57 %";1681;7127;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10378;sosialidemokraattinen;;;;1;socialdemokratisk;socialdemokratic;;
Vakka : Vakka-Suomen sanomat;2343-5410;;2017 - 2019;2016 - 2019;"75;00 %";356;7116;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2343-5410;;;;;;;;;
Maaseudun Sanomat;fk10289;1920 - 1924;;1920 - 1924;"100;00 %";1232;7108;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10289;edistyspuoluelainen;;;;1;progress parti;National Progressive Party;;
Herättäjä;0437-2999;1909 - 1929;1930 - 1940;1909 - 1985;"41;56 %";1593;7072;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0437-2999;;;;;;;;;
Sotkamo;0787-5320;;2016 - 2019;1962 - 2019;"6;90 %";302;7068;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0787-5320;;;;;;;;;
Koti-Kajaani;0789-7820;;2016 - 2019;1975 - 2019;"8;89 %";296;7052;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-7820;;;;;;;;;
Savotar;fk10450;1906 - 1918;;1906 - 1918;"100;00 %";1711;7014;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10450;vanhasuomalainen;;;;1;gammalfinsk;Old Finnish Party;;
Savotar;fk10450;1906 - 1918;;1906 - 1918;"100;00 %";1711;7014;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10450;itsenäisyysmielinen;1917;;;1;självständighetriktning;independence oriented;;
Aftonposten;1458-0713;1895 - 1900;;1895 - 1900;"100;00 %";1735;6922;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0713;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Suur-Savo;1458-8528;1906 - 1917;;1906 - 1917;"100;00 %";1730;6846;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8528;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Hämeen Voima;fk10105;1906 - 1918;;1906 - 1918;"100;00 %";1720;6845;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10105;sosialistinen;;;;2;sosialistisk;socialistic;;
Salon Seudun Kunnallislehti;fk10418;1919 - 1929;1930 - 1934;1919 - 1943;"64;00 %";1719;6842;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10418;sitoutumaton;;paikallinen;;1;obunden;independent;lokal;local
Suomalainen Kansa;fk10467;1907 - 1911;;1907 - 1911;"100;00 %";1240;6835;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10467;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Suomalainen Kansa;fk10467;1907 - 1911;;1907 - 1911;"100;00 %";1240;6835;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10467;jyrkän perustuslaillinen;;;;1;strikt konstitutionell;firmly constitutional;;
Suomalainen Kansa;fk10467;1907 - 1911;;1907 - 1911;"100;00 %";1240;6835;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10467;sosialismin vastainen;;;;1;anti-sosialistisk;anti-socialistic;;
Suomalainen Kansa;fk10467;1907 - 1911;;1907 - 1911;"100;00 %";1240;6835;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10467;konservatiivinen;;;;1;konservativ;conservative;;
Suursavolainen;fk10499;1921 - 1929;1930 - 1932;1921 - 1932;"100;00 %";1658;6728;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10499;maalaisliittolainen;1921 - 1925;;;1;agrarpartist;Agrarian party;;
Suursavolainen;fk10499;1921 - 1929;1930 - 1932;1921 - 1932;"100;00 %";1658;6728;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10499;aitosuomalainen;1926 - 1932;;;1;äktfinsk;true Finn;;
Satakunnan Sanomat;1457-599X;1906 - 1917;;1906 - 1917;"100;00 %";1646;6695;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-599X;"nuorsuomalainen; perustuslaillinen";;;;1;ungfinsk;"Young Finnish Party; constitutional";;
Syd-Österbotten;0358-2434;;2017 - 2019;1983 - 2019;"8;11 %";359;6688;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0358-2434;;;;;;;;;
Sorretun Voima;fk25048;1906 - 1917;;1906 - 1918;"92;31 %";1678;6670;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk25048;sosialistinen;;;;2;sosialistisk;socialistic;;
Hämeenlinnan Kaupunkiuutiset;0357-3702;;2016 - 2019;1976 - 2019;"9;09 %";269;6668;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0357-3702;;;;;;;;;
Karkkilan Tienoo;1235-8223;;2016 - 2019;1962 - 2019;"6;90 %";330;6652;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1235-8223;;;;;;;;;
Kankaanpään Seutu;0355-8754;;2016 - 2019;1968 - 2019;"7;69 %";287;6636;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0355-8754;;;;;;;;;
Aamuset;fk14339;;2017 - 2019;1981 - 2019;"7;69 %";212;6624;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14339;;;;;;;;;
Kaikuja Kajaanista;fk10149;1905 - 1916;;1905 - 1916;"100;00 %";1647;6582;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10149;vanhasuomalainen;;;;1;gammalfinsk;Old Finnish Party;;
Dagens Tidning;fk10028;1911 - 1914;;1911 - 1914;"100;00 %";915;6578;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10028;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Helsingin Uutiset;1459-2436;;2016 - 2019;2003 - 2019;"23;53 %";295;6520;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1459-2436;;;;;;;;;
Punkalaitumen Sanomat;1236-8415;1908 - 1929;"1930 - 1934; 2016 - 2019";1908 - 2019;"27;68 %";1426;6512;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-8415;;;;;;;;;
Somero;0356-200X;1924 - 1929;"1930 - 1936; 2017 - 2019";1924 - 2019;"16;67 %";827;6502;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-200X;;;;;;;;;
Suur-Jyväskylän Lehti;0782-6400;;2016 - 2019;1974 - 2019;"8;70 %";187;6496;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-6400;;;;;;;;;
Ilmarinen;1458-0888;1874 - 1888;;1874 - 1888;"100;00 %";1598;6424;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0888;puolueeton;1874 - 1880;;;1;partilös;non-partisan;;
Ilmarinen;1458-0888;1874 - 1888;;1874 - 1888;"100;00 %";1598;6424;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0888;suomenmielinen;1881 - 1884;;;1;finsksinnad;Fennoman;;
Ilmarinen;1458-0888;1874 - 1888;;1874 - 1888;"100;00 %";1598;6424;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0888;vanhasuomalainen;1885 - 1888;;;1;gammalfinsk;Old Finnish Party;;
Hyvinkään Sanomat;0356-1674;1924 - 1929;1930 - 1939;1924 - 2003;"20;00 %";1494;6400;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-1674;;;;;;;;;
Savo;1458-655X;1879 - 1891;;1878 - 1891;"92;86 %";1610;6371;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-655X;suomenmielinen;1879 - 1886;;;1;finsksinnad;Fennoman;;
Savo;1458-655X;1879 - 1891;;1878 - 1891;"92;86 %";1610;6371;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-655X;nuorsuomalainen;1887 - 1891;;;1;ungfinsk;Young Finnish Party;;
Kuhmolainen;0787-5312;;2017 - 2019;1959 - 2019;"4;92 %";249;6338;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0787-5312;;;;;;;;;
Lappeenranta;fk10262;1907 - 1917;;1906 - 1917;"91;67 %";1563;6265;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10262;vanhasuomalainen;;;;1;gammalfinsk;Old Finnish Party;;
Österbottniska Posten;1458-8803;"1883 - 1890; 1911 - 1929";1930 - 1934;1883 - 1985;"31;07 %";1563;6259;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8803;;;;;;;;;
Jämsän Seutu;1798-0968;;2016 - 2019;2009 - 2019;"36;36 %";290;6220;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1798-0968;;;;;;;;;
Vihdin Uutiset;fk17322;;2016 - 2019;1980 - 2019;"10;00 %";258;6132;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk17322;;;;;;;;;
Suur-Keuruu;0783-3709;;2016 - 2019;1986 - 2019;"11;76 %";298;6128;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0783-3709;;;;;;;;;
Kansan Ääni;fk10180;1907 - 1918;;1907 - 1918;"100;00 %";1533;6116;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10180;sosialistinen;;;;2;sosialistisk;socialistic;;
Ykköset!;fk29446;;2016 - 2019;1996 - 2019;"16;67 %";147;6080;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk29446;;;;;;;;;
Raahen Sanomat;fk10396;"1906 - 1907; 1909 - 1916; 1918";;1906 - 1918;"84;62 %";1514;6051;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10396;vanhasuomalainen;;;;1;gammalfinsk;Old Finnish Party;;
Östra Finland;fk14917;1905 - 1910;;1905 - 1910;"100;00 %";1509;6034;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14917;"liberaali; ruotsinmielinen";;;;1;"liberal; svekomansk";"liberal; pro-Swedish";;
Lappeenrannan Uutiset;1798-159X;;2016 - 2019;2009 - 2019;"36;36 %";236;5992;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1798-159X;;;;;;;;;
Savonlinna;1458-6622;1883 - 1901;;1882 - 1901;"95;00 %";1517;5972;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6622;suomenmielinen;1882 - 1897;;;1;finsksinnad;Fennoman;;
Savonlinna;1458-6622;1883 - 1901;;1882 - 1901;"95;00 %";1517;5972;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6622;"nuorsuomalainen; perustuslaillinen";1898 - 1901;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Savolainen;fk10435;1907 - 1917;;1907 - 1917;"100;00 %";1494;5961;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10435;vanhasuomalainen;1907 - 1916;;;1;gammalfinsk;Old Finnish Party;;
Savolainen;fk10435;1907 - 1917;;1907 - 1917;"100;00 %";1494;5961;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10435;kansallishenkinen;1917;;;1;nationalistisk;patriotic;;
Nya Östis / Understödsföreningen för Nya Östis rf;2343-2403;;2015 - 2019;2015 - 2019;"100;00 %";204;5960;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2343-2403;-;;paikallinen;;4;-;-;;
Raumalainen.fi;2342-3196;;2016 - 2019;2014 - 2019;"66;67 %";261;5920;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2342-3196;;;;;;;;;
Alueviesti;1236-0619;;2016 - 2019;1986 - 2019;"11;76 %";152;5880;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-0619;;;;;;;;;
Koti-Karjala;1236-4495;;2016 - 2019;1980 - 2019;"10;00 %";345;5880;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-4495;;;;;;;;;
Etelä-Pohjanmaa;0356-1682;;"1938 - 1939; 2016 - 2019";1938 - 2019;"7;32 %";398;5776;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-1682;;;;;;;;;
Karjalan Lehti;fk10187;1912 - 1916;;1912 - 1919;"62;50 %";967;5776;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10187;"nuorsuomalainen; perustuslaillinen";;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Lappeenrannan Uutiset;1458-2317;1885 - 1898;;1885 - 1898;"100;00 %";1474;5743;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-2317;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Wasa Nyheter;fk14863;1895 - 1900;;1895 - 1900;"100;00 %";1365;5720;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14863;"ruotsinmielinen; perustuslaillinen";;;;1;"svekomansk; konstitutionell";"pro-Swedish; constitutional";;
Perä-Pohja;fk10339;1926 - 1929;1930 - 1931;1926 - 1931;"100;00 %";1372;5704;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10339;kokoomuslainen;;;;1;samlingspartistisk;supporter of the Coalition Party;;
Parikkalan Sanomat;1236-7974;1908 - 1929;1930 - 1934;1908 - 2007;"27;00 %";1387;5668;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-7974;;;;;;;;;
Landsbygdens Folk;0023-8015;;2016 - 2019;1947 - 2019;"5;48 %";160;5648;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0023-8015;;;;;;;;;
Ylöjärven Uutiset;1457-103X;;2017 - 2019;1999 - 2019;"14;29 %";128;5636;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-103X;;;;;;;;;
Imatralainen;1239-5633;;2016 - 2019;1996 - 2019;"16;67 %";218;5620;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1239-5633;;;;;;;;;
Otava;1458-6584;1904 - 1909;;1904 - 1909;"100;00 %";1406;5616;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-6584;"varovaisen nuorsuomalainen; perustuslaillinen";;;;1;"försiktlig ungfinsk; konstitutionell";"Young Finnish Party (cautiously); constitutional";;
Etelä-Uusimaa;fk14419;;2015 - 2019;1979 - 2019;"12;20 %";352;5600;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14419;;;;;;;;;
Ruovesi;1235-810X;1920 - 1929;"1930 - 1934; 2016 - 2019";1920 - 2019;"19;00 %";909;5574;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1235-810X;;;;;;;;;
Uutis-Jousi;0789-8347;;2016 - 2019;1967 - 2019;"7;55 %";153;5552;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0789-8347;;;;;;;;;
Turkulainen;0782-5722;;2017 - 2019;1958 - 2019;"4;84 %";230;5540;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5722;;;;;;;;;
Pietarsaaren Sanomat;0784-428X;;2017 - 2019;1985 - 2019;"8;57 %";239;5532;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0784-428X;;;;;;;;;
Sydän-Satakunta;1456-9337;;2016 - 2019;1999 - 2019;"19;05 %";222;5488;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1456-9337;;;;;;;;;
Suomenmaa;0356-3588;;2017 - 2019;1965 - 2019;"5;45 %";117;5472;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0356-3588;;;;;;;;;
Jyränkö;1458-0896;1890 - 1901;;1890 - 1901;"100;00 %";1359;5459;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0896;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Helsingfors Morgonblad;1457-4365;1832 - 1844;;1832 - 1844;"100;00 %";1307;5444;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1457-4365;-;;"kirjallinen ja kulttuuripoliittinen; ajoittain uutispainotteinen";;1;-;-;;
Norra Posten;1458-249X;1883 - 1898;;1883 - 1898;"100;00 %";1352;5416;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-249X;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Waasan Lehti;1458-8676;1880 - 1893;;1880 - 1893;"100;00 %";1342;5414;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8676;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Waasan Lehti;1458-8676;1880 - 1893;;1880 - 1893;"100;00 %";1342;5414;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8676;nuorsuomalainen;1888 - 1893;;;1;ungfinsk;Young Finnish Party;;
Nurmijärven uutiset;2243-3651;;2016 - 2019;2003 - 2019;"23;53 %";292;5388;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2243-3651;;;;;;;;;
Sydän-Hämeen Lehti;0788-8279;;2017 - 2019;1990 - 2019;"10;00 %";125;5380;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0788-8279;;;;;;;;;
Itäväylä : Itä-Uudenmaan palveleva kaupunkilehti;2324-0679;;2016 - 2019;2013 - 2019;"57;14 %";143;5376;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2324-0679;;;;;;;;;
Työläinen;fk14799;1906 - 1916;;1906 - 1916;"100;00 %";1359;5376;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14799;sosialistinen;;;;2;sosialistisk;socialistic;;
Viikko-Sanomat;fk14882;1922 - 1929;1930 - 1934;1922 - 1936;"86;67 %";572;5344;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14882;puolueeton;;;;1;partilös;non-partisan;;
Viikko-Sanomat;fk14882;1922 - 1929;1930 - 1934;1922 - 1936;"86;67 %";572;5344;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14882;;1930 - 1936;"""kotimaisen työn ja yritteliäisyyden äänenkannattaja""; talouspoliittinen lehti";;;;;;
Raivaaja;fk10397;1908 - 1913;;1908 - 1914;"85;71 %";1332;5342;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10397;sosialistinen;;;;2;sosialistisk;socialistic;;
Pohjalainen;fk10353;1910 - 1915;;1910 - 1915;"100;00 %";1329;5331;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10353;sitoutumaton;;;;1;obunden;independent;;
Lapuan Sanomat;0782-5773;;"1932 - 1934; 2016 - 2019";1932 - 2019;"7;95 %";445;5324;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5773;;;;;;;;;
Ikkuna;1799-3601;;2016 - 2019;2008 - 2019;"33;33 %";176;5316;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1799-3601;;;;;;;;;
Pirkkalan Uutiset;fk10349;1913 - 1929;1930 - 1938;1913 - 1938;"100;00 %";1306;5283;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10349;-;;paikallislehti;;1;-;-;;
Viikkouutiset Keski-Uusimaa;2343-4791;;2016 - 2018;2016 - 2019;"75;00 %";265;5276;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2343-4791;;;;;;;;;
Seinäjoen sanomat;2243-2523;;2016 - 2019;2008 - 2019;"33;33 %";215;5264;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2243-2523;;;;;;;;;
Uusi Lahti;0358-8483;;2016 - 2018;1981 - 2019;"7;69 %";183;5248;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0358-8483;;;;;;;;;
Rantapohja;0358-478X;;2016 - 2019;1969 - 2019;"7;84 %";267;5236;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0358-478X;;;;;;;;;
Haminan Sanomat;1458-0756;1907 - 1915;;1907 - 1915;"100;00 %";1263;5209;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0756;"nuorsuomalainen; perustuslaillinen";;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Helsingfors;1458-0586;1879 - 1883;;1879 - 1883;"100;00 %";1295;5178;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-0586;ruotsinmielinen;;;;1;svekomansk;pro-Swedish;;
Alasatakunta;0782-5684;;2017 - 2019;1974 - 2019;"6;52 %";244;5132;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5684;;;;;;;;;
Oulu-lehti;1236-7524;;2017 - 2019;1959 - 2019;"4;92 %";174;5080;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1236-7524;;;;;;;;;
Ylä-Karjala;0782-5382;;2016 - 2019;1965 - 2019;"7;27 %";324;5060;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5382;;;;;;;;;
Luoteis-Uusimaa;0782-8306;;2017 - 2019;1952 - 2019;"4;41 %";228;5056;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-8306;;;;;;;;;
Päijät-Häme;fk20050101;;2015 - 2018;2004 - 2019;"25;00 %";169;5052;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk20050101;;;;;;;;;
Kalajokiseutu / julkaisija: Keski-Pohjanmaan kirjapaino oy;2242-5675;;2016 - 2019;2012 - 2019;"50;00 %";178;5036;https://digi.kansalliskirjasto.fi/sanomalehti/titles/2242-5675;;;;;;;;;
Urjalan Sanomat;0782-5358;1918 - 1929;"1930 - 1933; 2017 - 2019";1917 - 2019;"18;45 %";939;4998;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5358;;;;;;;;;
"KMV-lehti : Kuoreveden; Mäntän; Vilppulan ja Juupajoen puolueeton paikallislehti";1795-715X;;2017 - 2019;2005 - 2019;"20;00 %";247;4964;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1795-715X;;;;;;;;;
Suomen Kansa;fk10471;1900 - 1905;;1900 - 1905;"100;00 %";1241;4964;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10471;suomenmielinen;;;;1;finsksinnad;Fennoman;;
Kristiinan Sanomat;fk14947;1922 - 1929;1930 - 1933;1920 - 1933;"85;71 %";1319;4926;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14947;sitoutumaton;;"ajoi suomenkielisten asiaa; oli 1923-32 liberaali; siirtyi hieman oikealle 1933";;1;obunden;independent;;
Wuoksi;1458-8757;1889 - 1901;;1889 - 1901;"100;00 %";1215;4857;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8757;nuorsuomalainen;;;;1;ungfinsk;Young Finnish Party;;
Wuoksi;1458-8757;1889 - 1901;;1889 - 1901;"100;00 %";1215;4857;https://digi.kansalliskirjasto.fi/sanomalehti/titles/1458-8757;perustuslaillinen;1894 - 1901;;;1;konstitutionell;constitutional;;
Raahe;fk10393;1907 - 1918;;1907 - 1918;"100;00 %";1217;4854;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10393;"nuorsuomalainen; perustuslaillinen";;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Kansan Työ;fk10176;1919 - 1921;;1919 - 1963;"6;67 %";909;4850;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10176;;;;;;;;;
Arbetet;fk10017;1908 - 1918;;1908 - 1918;"100;00 %";763;4837;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk10017;sosialistinen;;;;2;sosialistisk;socialistic;;
Uusmaalainen;fk14837;1905 - 1913;;1905 - 1913;"100;00 %";1175;4832;https://digi.kansalliskirjasto.fi/sanomalehti/titles/fk14837;"nuorsuomalainen; perustuslaillinen";;;;1;"ungfinsk; konstitutionell";"Young Finnish Party; constitutional";;
Perhonjokilaakso;0782-5676;;2016 - 2019;1970 - 2019;"8;00 %";173;4824;https://digi.kansalliskirjasto.fi/sanomalehti/titles/0782-5676;;;;;;;;;
